"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70303126","87.225.9","683","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v70303126","87.225.9","813","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","65","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","71","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","53","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","65","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","61","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","55","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","49","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","89","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","98","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","128","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v70303128","87.225.11","104","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","158","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","103","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","164","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","113","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","116","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","96","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","100","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","89","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","133","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","176","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total other Criminal Code violations [300]","Total, youth not charged","Number","223","units","0","v70303130","87.225.13","111","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","161","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","192","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","182","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","213","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","133","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","109","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","124","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","116","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","172","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","178","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Actual incidents","Number","223","units","0","v70302068","87.148.1","185","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","","..","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","","..","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","","..","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","","..","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","","..","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","","..","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","0","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","0","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Unfounded incidents","Number","223","units","0","v1000888690","87.148.15","0","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","97","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","84","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","110","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","128","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","87","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","87","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","92","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","57","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","88","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","109","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total cleared","Number","223","units","0","v70302071","87.148.4","91","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","87","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","70","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","105","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","112","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","76","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","80","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","86","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","55","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","84","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","106","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, adult charged","Number","223","units","0","v70302076","87.148.9","90","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","7","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","4","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","5","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","8","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","1","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","4","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","3","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","2","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","2","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","5","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth charged","Number","223","units","0","v70302078","87.148.11","3","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","3","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","2","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","1","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Criminal Code traffic violations [900]","Total, youth not charged","Number","223","units","0","v70302080","87.148.13","0","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","67","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","111","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","154","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","178","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","189","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","205","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","165","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","145","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","130","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","164","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Actual incidents","Number","223","units","0","v73836596","87.231.1","168","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","","..","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","","..","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","","..","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","","..","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","","..","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","","..","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","10","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","11","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Unfounded incidents","Number","223","units","0","v1000888852","87.231.15","11","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","45","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","61","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","84","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","95","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","107","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","67","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","56","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","38","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","33","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","64","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total cleared","Number","223","units","0","v73836599","87.231.4","50","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","37","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","47","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","66","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","74","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","58","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","40","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","38","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","29","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","23","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","52","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, adult charged","Number","223","units","0","v73836604","87.231.9","60","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","8","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","9","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","5","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","2","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","5","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","5","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","3","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","2","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","6","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","6","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth charged","Number","223","units","0","v73836606","87.231.11","1","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","6","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","5","","","","0"
"2011","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","3","","","","0"
"2012","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","16","","","","0"
"2013","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","14","","","","0"
"2014","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","11","","","","0"
"2015","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","17","","","","0"
"2016","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","12","","","","0"
"2017","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","12","","","","0"
"2018","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","3","","","","0"
"2019","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Total Drug violations [401]","Total, youth not charged","Number","223","units","0","v73836608","87.231.13","1","","","","0"
"2009","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70302852","87.204.1","19","","","","0"
"2010","Thompson, Manitoba, Royal Canadian Mounted Police, municipal [46774]","46774","Youth Criminal Justice Act [6450]","Actual incidents","Number","223","units","0","v70302852","87.204.1","41","","","","0"
